0.574121	0.021820	0.281661	-0.979974
0.339443	0.228526	-0.328727	-0.950922
0.015735	-0.050464	0.305194	-0.803144
0.474063	0.017061	0.026748	-0.965249
0.229971	0.596143	-0.184023	-0.815897
-0.120230	-0.015175	0.176276	-0.753580
0.162863	0.058007	0.384855	-0.833504
0.553813	0.641578	0.362199	-0.717971
0.496253	-0.088268	0.120148	-0.972940
0.496926	0.605032	0.450483	-0.652934
0.039942	0.097427	0.438351	-0.784433
0.308511	0.407216	-0.305633	-0.937066
0.084054	0.225024	-0.374477	-0.831709
0.575197	0.288149	0.033910	-0.971888
0.575062	0.269113	0.117810	-0.972782
0.247320	0.529964	-0.322442	-0.866936
0.163266	0.329454	-0.317034	-0.886656
-0.110816	0.591743	-0.002192	-0.714744
0.599539	0.642925	-0.072644	-0.879640
0.301383	0.650827	-0.355621	-0.855020
0.301383	0.524667	-0.197470	-0.869662
0.421883	-0.204102	-0.322149	-0.863032
-0.083650	0.388988	-0.244828	-0.753170
-0.027301	0.181923	-0.340566	-0.793807
0.140941	0.574143	-0.192208	-0.783131
0.125475	0.623081	-0.045165	-0.724690
0.050163	0.238942	-0.415988	-0.821897
0.528664	0.390604	0.210186	-0.890669
0.534044	0.572257	0.057005	-0.851488
0.452276	0.360254	-0.398448	-0.974369
0.212353	-0.117361	-0.045896	-0.885346
0.086474	0.545409	0.187238	-0.700753
0.589721	0.524128	-0.299640	-0.966615
0.065495	0.038162	0.287800	-0.821453
0.495177	0.291561	-0.211356	-0.981349
0.197156	0.420954	0.044288	-0.841440
0.050029	-0.058366	-0.122195	-0.817328
0.408030	0.509491	0.387047	-0.686798
0.010893	-0.233465	0.371992	-0.813704
0.442728	-0.014098	-0.083315	-0.964579
0.663688	-0.107483	-0.048527	-0.952101
0.319270	0.477525	0.102024	-0.839340
0.480249	-0.241187	-0.543444	-0.832408
0.489932	0.592820	-0.210333	-0.903951
-0.015735	0.558878	-0.150843	-0.747002
0.437483	0.651097	-0.381347	-0.908324
0.641095	0.060162	0.269676	-0.988168
0.105706	0.647415	-0.088138	-0.723630
0.641229	-0.248640	0.334866	-0.989552
0.104092	0.540560	-0.013301	-0.777099
0.661133	-0.239211	-0.547391	-0.784560
0.194332	-0.172315	0.124241	-0.890742
0.557310	-0.174200	-0.205948	-0.927612
0.215178	0.485786	0.115032	-0.768464
0.214909	0.320565	-0.468754	-0.906236
0.558655	0.324785	0.343051	-0.875251
0.578828	0.437028	-0.035518	-0.933730
0.412603	-0.277374	0.076591	-0.924126
0.498540	0.569025	-0.178468	-0.898004
0.193794	0.185694	-0.054374	-0.888320
0.193929	-0.089345	0.334574	-0.884288
0.489932	0.297667	-0.258129	-0.980423
0.428069	0.136307	0.241904	-0.940252
-0.078540	0.228975	0.204486	-0.762264
0.278117	0.019126	0.089015	-0.921770
0.169452	0.020114	-0.472262	-0.824323
0.357598	0.241815	0.353575	-0.846533
0.066302	0.121671	-0.031718	-0.848753
0.013314	0.440081	0.001462	-0.767931
0.580979	0.215865	-0.380762	-0.981184
0.038060	-0.066627	-0.022656	-0.833135
-0.015197	-0.149776	-0.297886	-0.742864
0.490067	0.697251	-0.018271	-0.753970
0.563227	-0.190633	0.170137	-0.965803
-0.066167	0.114038	-0.332966	-0.774963
-0.066167	-0.069950	0.235035	-0.782163
0.361095	0.230860	0.166629	-0.902886
0.590797	0.185335	0.170722	-0.973162
0.482536	-0.023167	-0.034934	-0.962855
0.608953	0.008890	-0.369653	-0.937851
0.009952	-0.100120	0.223195	-0.831499
0.123189	0.578184	-0.253744	-0.807729
0.024476	-0.097696	-0.120733	-0.804173
0.220288	0.666721	0.300078	-0.574398
0.192584	0.144838	-0.026748	-0.888149
0.192987	0.188837	0.217933	-0.847824
0.624687	0.494047	-0.082291	-0.933826
0.339846	-0.104969	0.218664	-0.933620
-0.057157	0.034840	0.217933	-0.780113
0.422555	0.598298	-0.297301	-0.903862
0.425245	-0.146005	-0.126141	-0.927822
0.569548	-0.313112	-0.387193	-0.804963
0.011969	0.499614	-0.229334	-0.771675
0.474601	-0.120324	-0.229334	-0.922681
0.705513	-0.166119	-0.600303	-0.790734
0.139327	0.104071	0.189285	-0.867889
0.268972	-0.058636	0.311187	-0.905404
0.010086	0.430203	-0.151135	-0.789136
0.264534	-0.045705	-0.148651	-0.901839
-0.117272	0.208143	0.240735	-0.747389
0.075985	-0.196649	0.040780	-0.836767
0.536734	-0.012212	-0.048527	-0.977647
0.445418	0.587343	-0.108017	-0.872942
-0.014928	-0.027118	-0.441421	-0.779914
0.639615	0.068333	0.117517	-0.990925
0.598194	0.673904	0.216618	-0.681660
0.507147	0.541817	-0.077176	-0.896133
0.613122	0.663758	0.187969	-0.698402
0.613391	-0.236338	0.305340	-0.972451
0.584342	0.049117	-0.089600	-0.980307
0.206705	0.435411	-0.132134	-0.872769
0.491008	0.622542	-0.033764	-0.826830
0.354909	0.529156	0.306948	-0.674035
0.354640	0.314728	0.307094	-0.842957
0.309587	-0.126250	0.312502	-0.920909
0.412469	0.178511	0.133157	-0.942895
0.103689	0.178960	0.046627	-0.846513
0.573852	0.346425	0.123364	-0.935617
0.573986	0.005388	-0.101001	-0.974146
0.086743	0.248550	0.241320	-0.797297
0.470835	0.257709	0.312064	-0.895087
-0.083516	-0.055942	-0.145143	-0.764490
0.129644	0.203384	-0.340566	-0.877864
0.633832	0.191890	-0.239273	-0.988190
0.301921	0.446007	-0.046919	-0.857876
0.177387	0.002155	-0.082876	-0.887743
0.179270	-0.166388	0.053643	-0.880246
0.369567	-0.255554	-0.263829	-0.852545
0.483208	0.531132	0.216179	-0.773432
0.453621	0.541458	-0.200247	-0.924036
