-0.368424 -0.163205 508.993067 -0.091988 -0.078211 -0.120441
-0.169887 -0.266835 446.599256 -0.166494 0.111614 0.028648
0.001380 -0.252301 444.120861 -0.176446 0.455705 -0.250236
0.216909 -0.286503 411.073756 -0.248396 0.664835 -0.239858
0.187662 -0.328588 381.779947 -0.328818 0.315446 0.379446
0.330179 -0.341164 323.383418 -0.451604 0.430024 0.530290
-0.066406 -0.320179 393.657636 -0.292373 -0.075068 0.610681
-0.072446 -0.240106 428.196462 -0.177790 0.226281 -0.007454
0.034283 -0.256805 431.034766 -0.193256 0.493059 -0.218518
0.174293 -0.319735 400.261719 -0.272334 0.492969 0.039611
-0.168659 -0.207476 460.894947 -0.159904 0.130291 -0.019148
-0.314208 -0.152474 468.570359 -0.107185 -0.043281 -0.020902
-0.178731 -0.206650 444.049393 -0.149279 0.072284 0.031426
-0.021816 -0.255757 443.709479 -0.185591 0.293537 -0.033180
-0.217620 -0.279961 420.532156 -0.259154 -0.247383 0.602642
-0.061376 -0.318568 373.148910 -0.285379 -0.012571 0.564200
0.053639 -0.284976 400.729374 -0.255792 0.282672 0.216618
0.086074 -0.246141 429.720733 -0.188146 0.663219 -0.457207
0.223126 -0.293882 426.948256 -0.240461 0.852235 -0.529705
-0.107304 -0.211377 478.153852 -0.135427 0.495932 -0.531897
-0.143039 -0.207682 449.366108 -0.169990 0.135499 0.027625
-0.011810 -0.283153 376.278724 -0.241402 0.183000 0.262806
0.119144 -0.281100 395.727992 -0.265879 0.409730 0.109478
0.072687 -0.248555 428.730051 -0.194870 0.646607 -0.409995
-0.088791 -0.225417 478.818652 -0.146724 0.463517 -0.415549
-0.185207 -0.280539 423.577356 -0.207646 -0.083598 0.341005
-0.023262 -0.295461 402.815096 -0.250547 0.136307 0.326534
-0.230053 -0.229511 461.103875 -0.143497 0.007273 0.102755
-0.333512 -0.169561 482.064630 -0.109875 -0.061150 -0.009208
-0.274780 -0.257282 408.840703 -0.242209 -0.312483 0.609073
-0.053617 -0.291759 414.678272 -0.242344 0.080904 0.347290
0.181127 -0.271452 411.038290 -0.241940 0.636101 -0.225534
0.246154 -0.320446 348.781339 -0.324649 0.456513 0.219980
-0.056057 -0.250821 466.612810 -0.147800 0.461003 -0.405610
0.032071 -0.256715 451.643500 -0.182229 0.571000 -0.358837
0.174098 -0.271776 411.736127 -0.214505 0.719699 -0.427243
-0.030005 -0.285135 429.798933 -0.227012 0.142234 0.251990
-0.076229 -0.263200 419.973627 -0.190836 0.175458 0.091792
0.072970 -0.299574 404.191164 -0.252834 0.264533 0.221149
-0.093327 -0.242594 469.195463 -0.151700 0.371478 -0.284000
-0.186922 -0.196744 480.502007 -0.113775 0.260493 -0.293209
0.170595 -0.287056 424.166789 -0.219078 0.813714 -0.545491
0.017613 -0.236673 445.879060 -0.175504 0.682704 -0.545637
-0.020258 -0.287476 444.925447 -0.212084 0.199792 0.150551
0.192661 -0.292938 408.667456 -0.259423 0.582494 -0.106263
0.006736 -0.245406 460.865465 -0.163535 0.614730 -0.511726
-0.116308 -0.207713 475.978449 -0.136907 0.490096 -0.521958
0.043126 -0.244037 458.059997 -0.162459 0.693659 -0.633190
0.124340 -0.253608 429.939311 -0.202132 0.821615 -0.632752
0.197895 -0.267673 411.346685 -0.238982 0.912128 -0.632752
-0.112894 -0.215545 484.715906 -0.133814 0.557890 -0.631729
-0.071996 -0.250985 451.720104 -0.184246 0.239481 0.000146
0.038352 -0.259609 443.673884 -0.198636 0.459745 -0.161221
0.147673 -0.280356 428.342750 -0.218943 0.680369 -0.358252
0.114200 -0.301647 388.451974 -0.270182 0.339960 0.202001
0.004979 -0.281007 419.761202 -0.231719 0.205269 0.204486
-0.130593 -0.248992 440.742149 -0.198636 0.065460 0.202878
-0.196816 -0.286836 419.439995 -0.231047 -0.172135 0.490094
-0.037822 -0.289046 411.955917 -0.244630 0.095720 0.341589
0.081552 -0.277597 405.128112 -0.233737 0.439362 -0.014617
-0.097453 -0.243895 462.737864 -0.155735 0.355405 -0.243366
-0.203698 -0.218774 459.716114 -0.140538 0.063664 -0.011109
-0.127960 -0.223628 451.604536 -0.161383 0.239391 -0.104362
0.005784 -0.276874 435.029206 -0.194332 0.392939 -0.103485
0.135046 -0.289491 417.835239 -0.233871 0.567409 -0.166191
-0.145500 -0.200350 458.198386 -0.132469 0.475998 -0.534236
-0.000960 -0.247541 465.999798 -0.160980 0.614820 -0.531020
0.093331 -0.264478 450.097213 -0.189087 0.739185 -0.565369
0.227269 -0.300757 425.184428 -0.246109 0.864357 -0.534090
0.248918 -0.315352 399.310663 -0.285514 0.655856 -0.131403
0.074151 -0.253442 438.047399 -0.218271 0.487222 -0.126580
0.204485 -0.292511 415.150308 -0.262786 0.677496 -0.218079
-0.001901 -0.229753 446.871063 -0.183035 0.442685 -0.211648
-0.125972 -0.284669 426.662675 -0.199846 0.077672 0.202001
0.025564 -0.313521 404.879723 -0.256196 0.182102 0.324196
-0.175762 -0.246018 420.962169 -0.215178 -0.068513 0.353867
-0.302499 -0.300170 382.202769 -0.283362 -0.384229 0.734483
0.280489 -0.313380 396.451413 -0.325322 0.557262 0.099685
-0.142931 -0.248964 461.075382 -0.149683 0.193327 -0.102462
-0.003114 -0.244402 452.070895 -0.170797 0.454537 -0.277277
-0.166338 -0.180180 485.298569 -0.125341 0.496561 -0.622812
-0.232856 -0.176897 483.688872 -0.099251 0.411526 -0.614627
-0.217659 -0.272696 402.065966 -0.228761 -0.222510 0.499449
-0.135580 -0.278896 403.070591 -0.244899 -0.067256 0.454137
